keys,hold,pressed
20,11,left|fire
16,2,fire
24,6,right|fire
16,5,fire
0,15,
4,12,left
0,14,
4,6,left
0,14,
8,8,right
10,3,down|right
26,5,down|right|fire
24,2,right|fire
16,1,fire
20,15,left|fire
21,1,up|left|fire
17,3,up|fire
16,3,fire
24,1,right|fire
26,9,down|right|fire
24,6,right|fire
25,16,up|right|fire
17,3,up|fire
20,5,left|fire
22,2,down|left|fire
18,2,down|fire
26,8,down|right|fire
18,3,down|fire
22,3,down|left|fire
20,7,left|fire
24,9,right|fire
16,2,fire
20,31,left|fire
16,1,fire
24,25,right|fire
16,1,fire
20,4,left|fire
16,1,fire
0,39,
4,4,left
20,4,left|fire
4,3,left
0,26,
20,7,left|fire
16,1,fire
24,4,right|fire
16,1,fire
20,4,left|fire
16,1,fire
24,4,right|fire
16,1,fire
20,9,left|fire
16,3,fire
24,20,right|fire
16,2,fire
17,6,up|fire
16,1,fire
20,11,left|fire
22,5,down|left|fire
18,1,down|fire
26,1,down|right|fire
24,5,right|fire
16,3,fire
17,7,up|fire
16,2,fire
18,1,down|fire
26,3,down|right|fire
24,13,right|fire
26,7,down|right|fire
24,4,right|fire
20,19,left|fire
16,2,fire
24,14,right|fire
16,2,fire
20,4,left|fire
16,3,fire
17,7,up|fire
16,1,fire
20,4,left|fire
16,2,fire
17,5,up|fire
16,1,fire
18,7,down|fire
20,8,left|fire
4,9,left
24,7,right|fire
25,6,up|right|fire
24,4,right|fire
26,10,down|right|fire
24,2,right|fire
20,6,left|fire
16,11,fire
17,7,up|fire
16,3,fire
4,11,left
6,2,down|left
22,11,down|left|fire
20,3,left|fire
0,10,
8,5,right
24,6,right|fire
16,13,fire
20,5,left|fire
16,1,fire
17,12,up|fire
25,2,up|right|fire
24,2,right|fire
16,2,fire
17,7,up|fire
16,3,fire
18,10,down|fire
16,1,fire
24,10,right|fire
16,27,fire
17,9,up|fire
16,21,fire
18,10,down|fire
16,10,fire
17,8,up|fire
16,3,fire
20,5,left|fire
18,4,down|fire
26,11,down|right|fire
18,4,down|fire
16,6,fire
17,9,up|fire
16,1,fire
20,3,left|fire
17,10,up|fire
16,1,fire
18,3,down|fire
22,8,down|left|fire
30,1,down|left|right|fire
26,5,down|right|fire
18,1,down|fire
22,6,down|left|fire
16,3,fire
20,9,left|fire
21,1,up|left|fire
17,7,up|fire
16,6,fire
17,5,up|fire
18,2,down|fire
26,19,down|right|fire
24,9,right|fire
20,8,left|fire
16,1,fire
17,9,up|fire
16,5,fire
20,17,left|fire
16,17,fire
24,8,right|fire
16,3,fire
0,26,
8,6,right
0,15,
4,11,left
0,1,
10,4,down|right
8,3,right
0,26,
8,3,right
24,1,right|fire
26,2,down|right|fire
18,2,down|fire
16,11,fire
18,3,down|fire
16,13,fire
0,17,
2,3,down
1,4,up
17,5,up|fire
16,28,fire
20,14,left|fire
22,2,down|left|fire
18,12,down|fire
16,1,fire
24,3,right|fire
20,9,left|fire
16,4,fire
24,17,right|fire
16,64,fire
24,7,right|fire
25,2,up|right|fire
17,6,up|fire
16,2,fire
20,7,left|fire
16,4,fire
24,9,right|fire
16,3,fire
20,8,left|fire
16,3,fire
24,10,right|fire
16,2,fire
20,21,left|fire
16,4,fire
24,24,right|fire
28,1,left|right|fire
20,22,left|fire
16,4,fire
24,20,right|fire
16,1,fire
17,3,up|fire
16,16,fire
0,17,
4,21,left
0,1,
2,1,down
18,4,down|fire
0,28,
16,9,fire
18,6,down|fire
16,4,fire
24,5,right|fire
8,9,right
0,63,
8,12,right
0,4,
2,6,down
1,9,up
0,2,
2,8,down
1,1,up
17,8,up|fire
16,1,fire
20,9,left|fire
17,7,up|fire
16,1,fire
24,11,right|fire
16,12,fire
20,37,left|fire
22,2,down|left|fire
18,1,down|fire
16,1,fire
24,4,right|fire
16,9,fire
18,6,down|fire
16,5,fire
24,16,right|fire
16,102,fire
0,53,
64,44,leftSidekick
72,13,right|leftSidekick
64,2,leftSidekick
68,16,left|leftSidekick
64,5,leftSidekick
66,9,down|leftSidekick
64,3,leftSidekick
68,7,left|leftSidekick
64,1,leftSidekick
65,10,up|leftSidekick
64,6,leftSidekick
82,5,down|fire|leftSidekick
80,20,fire|leftSidekick
81,6,up|fire|leftSidekick
80,3,fire|leftSidekick
64,1,leftSidekick
72,6,right|leftSidekick
90,6,down|right|fire|leftSidekick
18,7,down|fire
22,7,down|left|fire
20,8,left|fire
16,6,fire
24,24,right|fire
16,1,fire
20,23,left|fire
24,8,right|fire
16,19,fire
24,16,right|fire
25,7,up|right|fire
17,4,up|fire
16,3,fire
20,10,left|fire
4,5,left
0,37,
64,6,leftSidekick
0,29,
64,10,leftSidekick
0,14,
64,3,leftSidekick
0,13,
64,3,leftSidekick
0,13,
64,4,leftSidekick
0,6,
2,8,down
10,6,down|right
8,1,right
16,2,fire
0,1,
4,6,left
0,1,
1,8,up
4,7,left
5,1,up|left
1,1,up
17,4,up|fire
16,3,fire
18,7,down|fire
16,10,fire
18,4,down|fire
22,8,down|left|fire
20,3,left|fire
16,6,fire
17,7,up|fire
16,5,fire
24,5,right|fire
26,16,down|right|fire
24,5,right|fire
25,10,up|right|fire
17,3,up|fire
20,9,left|fire
22,9,down|left|fire
20,3,left|fire
4,18,left
5,1,up|left
1,2,up
17,13,up|fire
16,3,fire
24,2,right|fire
26,1,down|right|fire
18,5,down|fire
16,9,fire
0,11,
8,8,right
9,7,up|right
8,2,right
0,12,
64,4,leftSidekick
0,8,
64,5,leftSidekick
0,8,
16,4,fire
0,8,
2,8,down
0,2,
4,9,left
0,3,
8,10,right
0,3,
4,7,left
0,1,
2,9,down
0,1,
1,1,up
17,4,up|fire
19,1,up|down|fire
18,1,down|fire
24,10,right|fire
16,9,fire
20,4,left|fire
16,8,fire
24,4,right|fire
16,3,fire
17,4,up|fire
16,6,fire
18,6,down|fire
16,3,fire
20,10,left|fire
16,1,fire
17,9,up|fire
25,1,up|right|fire
24,4,right|fire
16,14,fire
18,7,down|fire
16,2,fire
24,5,right|fire
25,9,up|right|fire
17,2,up|fire
16,1,fire
20,17,left|fire
16,26,fire
20,13,left|fire
16,5,fire
24,25,right|fire
16,11,fire
24,7,right|fire
16,1,fire
18,7,down|fire
16,16,fire
24,5,right|fire
16,10,fire
20,7,left|fire
16,3,fire
24,4,right|fire
16,9,fire
20,6,left|fire
4,21,left
0,5,
2,4,down
18,1,down|fire
19,1,up|down|fire
17,3,up|fire
16,21,fire
0,34,
16,19,fire
0,2,
8,11,right
1,4,up
17,2,up|fire
18,11,down|fire
16,24,fire
18,39,down|fire
2,13,down
10,3,down|right
8,1,right
0,1,
16,44,fire
4,11,left
6,6,down|left
2,22,down
0,1,
16,9,fire
24,6,right|fire
16,66,fire
24,5,right|fire
16,33,fire
0,9,
8,11,right
10,6,down|right
2,33,down
0,18,
4,11,left
6,7,down|left
2,23,down
6,9,down|left
20,1,left|fire
17,16,up|fire
16,6,fire
18,7,down|fire
16,2,fire
24,9,right|fire
25,8,up|right|fire
17,1,up|fire
16,1,fire
20,9,left|fire
16,4,fire
24,10,right|fire
16,2,fire
20,17,left|fire
16,2,fire
24,24,right|fire
26,5,down|right|fire
18,1,down|fire
22,2,down|left|fire
20,6,left|fire
16,17,fire
0,22,
4,11,left
5,1,up|left
1,13,up
9,2,up|right
8,3,right
0,5,
2,6,down
18,2,down|fire
26,1,down|right|fire
24,4,right|fire
8,9,right
0,2,
16,2,fire
17,5,up|fire
16,5,fire
24,3,right|fire
26,5,down|right|fire
18,3,down|fire
22,7,down|left|fire
20,8,left|fire
16,5,fire
24,13,right|fire
25,4,up|right|fire
17,2,up|fire
16,1,fire
20,12,left|fire
22,15,down|left|fire
20,5,left|fire
16,5,fire
24,34,right|fire
16,2,fire
20,38,left|fire
21,1,up|left|fire
17,8,up|fire
16,1,fire
0,5,
8,35,right
0,12,
4,14,left
0,8,
16,5,fire
24,13,right|fire
16,3,fire
20,15,left|fire
16,8,fire
24,16,right|fire
20,27,left|fire
16,3,fire
24,7,right|fire
26,8,down|right|fire
24,3,right|fire
20,22,left|fire
16,10,fire
24,19,right|fire
20,15,left|fire
16,8,fire
24,12,right|fire
16,14,fire
1,6,up
0,1,
2,5,down
3,1,up|down
1,1,up
17,3,up|fire
16,3,fire
18,12,down|fire
16,1,fire
0,10,
4,6,left
5,1,up|left
1,4,up
2,8,down
0,1,
1,5,up
0,1,
2,5,down
3,1,up|down
1,1,up
17,24,up|fire
16,1,fire
20,7,left|fire
18,5,down|fire
26,6,down|right|fire
24,5,right|fire
16,13,fire
17,7,up|fire
16,13,fire
17,6,up|fire
16,26,fire
18,10,down|fire
16,23,fire
2,11,down
0,1,
1,8,up
0,2,
2,11,down
0,1,
1,1,up
17,22,up|fire
16,3,fire
18,4,down|fire
16,3,fire
18,4,down|fire
16,4,fire
18,4,down|fire
22,10,down|left|fire
20,6,left|fire
21,1,up|left|fire
17,3,up|fire
25,17,up|right|fire
17,4,up|fire
16,1,fire
20,4,left|fire
16,2,fire
18,6,down|fire
26,8,down|right|fire
30,1,down|left|right|fire
22,13,down|left|fire
20,2,left|fire
16,1,fire
17,11,up|fire
25,1,up|right|fire
24,9,right|fire
26,5,down|right|fire
10,4,down|right
8,2,right
9,18,up|right
1,3,up
5,3,up|left
4,9,left
6,13,down|left
22,2,down|left|fire
20,1,left|fire
16,7,fire
18,2,down|fire
22,1,down|left|fire
20,3,left|fire
16,27,fire
0,8,
8,1,right
24,2,right|fire
26,1,down|right|fire
10,6,down|right
8,4,right
9,8,up|right
1,5,up
5,1,up|left
4,19,left
0,9,
8,15,right
0,1,
4,5,left
20,3,left|fire
4,6,left
0,17,
2,5,down
10,4,down|right
8,8,right
9,12,up|right
0,1,
4,5,left
6,10,down|left
22,4,down|left|fire
20,1,left|fire
4,6,left
5,10,up|left
4,9,left
6,4,down|left
18,1,down|fire
17,2,up|fire
1,8,up
9,1,up|right
8,1,right
10,5,down|right
8,4,right
24,4,right|fire
8,12,right
24,4,right|fire
8,4,right
0,7,
4,2,left
6,4,down|left
22,5,down|left|fire
20,2,left|fire
16,3,fire
24,4,right|fire
16,17,fire
17,8,up|fire
16,1,fire
4,4,left
0,61,
2,7,down
18,1,down|fire
16,85,fire
0,2,
1,9,up
16,34,fire
18,6,down|fire
16,11,fire
18,4,down|fire
16,3,fire
0,95,
1,11,up
0,5,
2,11,down
1,14,up
0,1,
2,14,down
1,1,up
17,8,up|fire
16,1,fire
18,3,down|fire
16,24,fire
24,2,right|fire
8,4,right
0,1,
4,2,left
6,2,down|left
2,4,down
0,1,
1,1,up
17,5,up|fire
16,23,fire
0,3,
8,4,right
0,1,
4,5,left
6,1,down|left
2,4,down
1,3,up
17,2,up|fire
16,1,fire
18,2,down|fire
2,3,down
0,20,
4,6,left
20,10,left|fire
16,12,fire
0,3,
1,8,up
0,4,
2,5,down
10,5,down|right
8,8,right
24,14,right|fire
16,1,fire
20,14,left|fire
16,1,fire
24,7,right|fire
16,2,fire
0,6,
8,4,right
12,1,left|right
4,6,left
0,1,
2,4,down
17,3,up|fire
20,1,left|fire
22,3,down|left|fire
18,1,down|fire
26,4,down|right|fire
24,13,right|fire
16,1,fire
20,9,left|fire
16,5,fire
24,7,right|fire
16,8,fire
20,8,left|fire
16,1,fire
144,2,fire|rightSidekick
128,2,rightSidekick
132,1,left|rightSidekick
20,2,left|fire
16,1,fire
20,8,left|fire
24,13,right|fire
16,8,fire
20,3,left|fire
16,10,fire
20,4,left|fire
16,3,fire
24,8,right|fire
16,8,fire
