keys,hold,pressed
18,1,down|fire
16,23,fire
20,10,left|fire
21,12,up|left|fire
20,7,left|fire
16,19,fire
18,17,down|fire
16,23,fire
24,29,right|fire
16,3,fire
20,31,left|fire
16,1,fire
24,34,right|fire
16,3,fire
20,28,left|fire
16,2,fire
24,27,right|fire
16,1,fire
20,31,left|fire
16,1,fire
24,34,right|fire
16,1,fire
20,35,left|fire
16,5,fire
