keys,hold,pressed
20,13,left|fire
16,5,fire
24,10,right|fire
16,2,fire
20,9,left|fire
22,8,down|left|fire
20,1,left|fire
16,4,fire
24,2,right|fire
25,4,up|right|fire
17,2,up|fire
16,9,fire
24,24,right|fire
26,5,down|right|fire
24,3,right|fire
16,4,fire
17,1,up|fire
21,6,up|left|fire
20,11,left|fire
28,3,left|right|fire
24,10,right|fire
25,7,up|right|fire
24,2,right|fire
20,19,left|fire
16,1,fire
24,19,right|fire
26,4,down|right|fire
30,1,down|left|right|fire
28,2,left|right|fire
20,10,left|fire
21,4,up|left|fire
20,8,left|fire
22,14,down|left|fire
30,2,down|left|right|fire
24,4,right|fire
16,5,fire
17,3,up|fire
21,4,up|left|fire
20,3,left|fire
21,2,up|left|fire
17,11,up|fire
25,1,up|right|fire
24,5,right|fire
16,3,fire
18,15,down|fire
16,5,fire
24,13,right|fire
25,4,up|right|fire
24,4,right|fire
26,4,down|right|fire
18,10,down|fire
16,2,fire
24,3,right|fire
25,4,up|right|fire
17,5,up|fire
21,1,up|left|fire
20,32,left|fire
28,5,left|right|fire
24,5,right|fire
26,9,down|right|fire
24,16,right|fire
20,26,left|fire
16,2,fire
24,11,right|fire
25,5,up|right|fire
24,9,right|fire
16,5,fire
20,90,left|fire
0,36352,
24,5,right|fire
16,10,fire
20,28,left|fire
16,2,fire
24,8,right|fire
25,3,up|right|fire
17,1,up|fire
16,6,fire
18,3,down|fire
16,6,fire
24,13,right|fire
28,2,left|right|fire
20,25,left|fire
16,1,fire
24,5,right|fire
26,8,down|right|fire
24,1,right|fire
16,9,fire
20,4,left|fire
16,18,fire
20,15,left|fire
21,1,up|left|fire
17,2,up|fire
25,4,up|right|fire
24,5,right|fire
26,4,down|right|fire
24,16,right|fire
26,4,down|right|fire
24,6,right|fire
25,4,up|right|fire
24,1,right|fire
28,10,left|right|fire
30,4,down|left|right|fire
22,1,down|left|fire
20,29,left|fire
21,7,up|left|fire
20,1,left|fire
28,1,left|right|fire
24,12,right|fire
26,10,down|right|fire
24,12,right|fire
28,6912,left|right|fire
64,8,leftSidekick
21,5,up|left|fire
20,3,left|fire
16,1,fire
18,5,down|fire
26,1,down|right|fire
24,3,right|fire
16,2,fire
20,18,left|fire
21,3,up|left|fire
17,1,up|fire
25,3,up|right|fire
24,5,right|fire
26,14,down|right|fire
24,8,right|fire
16,2,fire
20,10,left|fire
21,5,up|left|fire
20,7,left|fire
22,6,down|left|fire
16,2,fire
24,22,right|fire
28,1,left|right|fire
20,11,left|fire
16,15,fire
24,3,right|fire
16,21,fire
24,11,right|fire
28,1,left|right|fire
20,14,left|fire
21,4,up|left|fire
20,5,left|fire
22,5,down|left|fire
28,1,left|right|fire
24,6,right|fire
25,2,up|right|fire
17,3,up|fire
20,7,left|fire
16,1,fire
24,7,right|fire
16,1,fire
17,4,up|fire
199,73,up|down|left|leftSidekick|rightSidekick
0,2,
16,13,fire
18,22,down|fire
16,6,fire
17,9,up|fire
16,7,fire
17,3,up|fire
16,2,fire
24,8,right|fire
26,23,down|right|fire
16,11,fire
24,2,right|fire
16,47,fire
17,9,up|fire
16,3,fire
20,18,left|fire
16,8,fire
24,2,right|fire
16,26,fire
18,4,down|fire
26,9,down|right|fire
24,14,right|fire
16,8,fire
20,2,left|fire
16,6,fire
20,2,left|fire
16,20,fire
20,20,left|fire
16,15,fire
24,6,right|fire
16,3,fire
20,5,left|fire
17,5,up|fire
16,1,fire
20,4,left|fire
22,6,down|left|fire
26,4,down|right|fire
24,28,right|fire
28,1,left|right|fire
20,9,left|fire
