keys,hold,pressed
21,4,up|left|fire
17,1,up|fire
16,1,fire
24,7,right|fire
8,5,right
10,9,down|right
2,7,down
0,4,
20,5,left|fire
16,3,fire
18,3,down|fire
26,1,down|right|fire
24,3,right|fire
16,5,fire
20,3,left|fire
16,3,fire
0,9,
8,4,right
24,8,right|fire
16,4,fire
20,2,left|fire
16,9,fire
0,2,
4,1,left
20,7,left|fire
16,2,fire
24,9,right|fire
16,3,fire
20,7,left|fire
4,16,left
0,18,
24,4,right|fire
16,1,fire
24,21,right|fire
16,12,fire
17,8,up|fire
16,4,fire
18,2,down|fire
22,14,down|left|fire
20,2,left|fire
16,2,fire
24,4,right|fire
16,7,fire
20,9,left|fire
21,7,up|left|fire
17,1,up|fire
16,20,fire
24,4,right|fire
16,2,fire
18,10,down|fire
16,10,fire
24,18,right|fire
16,50,fire
20,8,left|fire
16,1,fire
17,7,up|fire
16,1,fire
24,4,right|fire
26,6,down|right|fire
18,5,down|fire
16,3,fire
20,19,left|fire
21,10,up|left|fire
17,2,up|fire
16,9,fire
20,6,left|fire
16,1,fire
18,12,down|fire
16,61,fire
17,5,up|fire
16,2,fire
24,13,right|fire
16,28,fire
18,9,down|fire
16,26,fire
0,7,
8,4,right
24,14,right|fire
16,1,fire
20,12,left|fire
16,4,fire
24,14,right|fire
16,14,fire
20,12,left|fire
16,16,fire
20,7,left|fire
16,11,fire
20,5,left|fire
16,11,fire
24,27,right|fire
16,22,fire
24,4,right|fire
16,22,fire
20,26,left|fire
16,10,fire
24,3,right|fire
16,38,fire
17,10,up|fire
21,7,up|left|fire
17,2,up|fire
16,5,fire
24,7,right|fire
16,6,fire
20,8,left|fire
16,2,fire
24,6,right|fire
26,1,down|right|fire
18,4,down|fire
16,1,fire
20,6,left|fire
24,6,right|fire
16,6,fire
24,19,right|fire
16,4,fire
20,11,left|fire
16,35,fire
17,8,up|fire
16,7,fire
24,8,right|fire
26,17,down|right|fire
18,1,down|fire
22,6,down|left|fire
20,13,left|fire
16,4,fire
24,7,right|fire
16,1,fire
20,10,left|fire
24,8,right|fire
16,3,fire
20,1,left|fire
16,9,fire
20,7,left|fire
16,2,fire
24,8,right|fire
16,9,fire
20,8,left|fire
16,9,fire
24,11,right|fire
16,4,fire
20,10,left|fire
16,3,fire
24,9,right|fire
16,3,fire
20,8,left|fire
16,1,fire
24,5,right|fire
16,9,fire
0,9,
4,1,left
20,6,left|fire
16,5,fire
0,5,
8,2,right
24,12,right|fire
16,2,fire
