keys,hold,pressed
16,2,fire
20,3,left|fire
16,7,fire
24,5,right|fire
16,13,fire
20,5,left|fire
16,12,fire
20,5,left|fire
16,7,fire
24,3,right|fire
16,3,fire
20,15,left|fire
16,4,fire
24,6,right|fire
16,19,fire
24,7,right|fire
16,16,fire
20,5,left|fire
16,15,fire
20,6,left|fire
21,1,up|left|fire
17,4,up|fire
25,2,up|right|fire
24,1,right|fire
16,9,fire
24,2,right|fire
26,1,down|right|fire
18,5,down|fire
16,19,fire
18,2,down|fire
22,1,down|left|fire
20,4,left|fire
22,2,down|left|fire
18,4,down|fire
22,3,down|left|fire
18,1,down|fire
152,3,right|fire|rightSidekick
24,29,right|fire
25,2,up|right|fire
17,5,up|fire
16,22,fire
17,5,up|fire
25,2,up|right|fire
24,3,right|fire
26,1,down|right|fire
18,3,down|fire
17,11,up|fire
19,1,up|down|fire
18,27,down|fire
22,4,down|left|fire
20,16,left|fire
17,15,up|fire
16,1,fire
20,8,left|fire
16,3,fire
24,3,right|fire
26,1,down|right|fire
18,12,down|fire
16,1,fire
24,12,right|fire
26,7,down|right|fire
24,3,right|fire
25,2,up|right|fire
17,18,up|fire
16,18,fire
17,5,up|fire
16,1,fire
20,18,left|fire
16,1,fire
18,5,down|fire
16,15,fire
18,4,down|fire
16,25,fire
18,3,down|fire
16,8,fire
24,4,right|fire
16,11,fire
18,4,down|fire
16,1,fire
24,4,right|fire
16,15,fire
18,4,down|fire
16,36,fire
17,11,up|fire
24,6,right|fire
26,4,down|right|fire
18,4,down|fire
16,9,fire
20,15,left|fire
16,2,fire
24,6,right|fire
16,11,fire
20,31,left|fire
16,3,fire
24,18,right|fire
26,8,down|right|fire
24,8,right|fire
25,6,up|right|fire
17,2,up|fire
16,21,fire
18,7,down|fire
16,7,fire
17,2,up|fire
16,1,fire
20,26,left|fire
21,1,up|left|fire
17,6,up|fire
25,4,up|right|fire
24,3,right|fire
16,3,fire
20,7,left|fire
16,2,fire
24,1,right|fire
26,6,down|right|fire
18,8,down|fire
22,8,down|left|fire
20,1,left|fire
28,1,left|right|fire
24,7,right|fire
16,3,fire
17,4,up|fire
25,3,up|right|fire
24,3,right|fire
18,3,down|fire
22,18,down|left|fire
20,6,left|fire
16,1,fire
24,14,right|fire
25,6,up|right|fire
17,5,up|fire
16,1,fire
20,6,left|fire
16,2,fire
24,5,right|fire
16,1,fire
18,6,down|fire
16,4,fire
17,8,up|fire
16,2,fire
20,9,left|fire
16,3,fire
24,11,right|fire
26,3,down|right|fire
18,3,down|fire
22,5,down|left|fire
20,4,left|fire
21,1,up|left|fire
17,1,up|fire
25,2,up|right|fire
24,3,right|fire
26,9,down|right|fire
22,1,down|left|fire
20,5,left|fire
17,1,up|fire
25,3,up|right|fire
24,3,right|fire
26,9,down|right|fire
16,6,fire
24,5,right|fire
25,6,up|right|fire
17,4,up|fire
16,15,fire
17,6,up|fire
20,17,left|fire
28,1,left|right|fire
24,2,right|fire
28,2,left|right|fire
20,2,left|fire
28,1,left|right|fire
24,2,right|fire
26,2,down|right|fire
18,7,down|fire
22,4,down|left|fire
20,13,left|fire
21,1,up|left|fire
25,3,up|right|fire
24,3,right|fire
26,6,down|right|fire
18,1,down|fire
22,5,down|left|fire
20,9,left|fire
21,1,up|left|fire
17,3,up|fire
25,2,up|right|fire
24,3,right|fire
26,10,down|right|fire
24,1,right|fire
16,22,fire
24,17,right|fire
25,2,up|right|fire
17,6,up|fire
16,2,fire
18,4,down|fire
22,5,down|left|fire
20,6,left|fire
21,1,up|left|fire
17,6,up|fire
25,10,up|right|fire
24,3,right|fire
26,2,down|right|fire
18,4,down|fire
22,3,down|left|fire
20,9,left|fire
21,1,up|left|fire
17,7,up|fire
25,7,up|right|fire
24,4,right|fire
26,1,down|right|fire
18,3,down|fire
22,3,down|left|fire
20,17,left|fire
22,4,down|left|fire
20,2,left|fire
16,8,fire
17,5,up|fire
16,20,fire
17,4,up|fire
16,22,fire
24,8,right|fire
16,7,fire
24,3,right|fire
25,3,up|right|fire
24,2,right|fire
16,5,fire
20,2,left|fire
22,8,down|left|fire
30,1,down|left|right|fire
26,4,down|right|fire
16,7,fire
17,9,up|fire
16,1,fire
20,4,left|fire
22,9,down|left|fire
30,1,down|left|right|fire
26,5,down|right|fire
16,10,fire
17,10,up|fire
16,7,fire
18,4,down|fire
16,4,fire
20,4,left|fire
16,8,fire
18,4,down|fire
16,15,fire
24,7,right|fire
16,1,fire
17,9,up|fire
16,6,fire
24,2,right|fire
16,10,fire
17,4,up|fire
16,1,fire
24,7,right|fire
26,4,down|right|fire
24,5,right|fire
26,4,down|right|fire
24,2,right|fire
16,1,fire
18,4,down|fire
16,7,fire
17,8,up|fire
18,5,down|fire
16,5,fire
17,12,up|fire
16,12,fire
20,9,left|fire
22,5,down|left|fire
20,30,left|fire
24,11,right|fire
16,9,fire
24,9,right|fire
16,5,fire
20,7,left|fire
22,5,down|left|fire
16,1,fire
24,15,right|fire
16,1,fire
20,19,left|fire
22,1,down|left|fire
26,4,down|right|fire
24,17,right|fire
16,1,fire
20,11,left|fire
16,2,fire
24,1,right|fire
25,1,up|right|fire
17,14,up|fire
16,1,fire
22,4,down|left|fire
30,1,down|left|right|fire
26,4,down|right|fire
24,2,right|fire
16,3,fire
20,10,left|fire
16,1,fire
24,31,right|fire
16,1,fire
20,39,left|fire
16,3,fire
24,6,right|fire
16,3,fire
24,8,right|fire
25,7,up|right|fire
24,3,right|fire
26,8,down|right|fire
24,4,right|fire
25,5,up|right|fire
17,4,up|fire
16,1,fire
20,25,left|fire
22,4,down|left|fire
30,1,down|left|right|fire
28,1,left|right|fire
24,9,right|fire
25,12,up|right|fire
27,2,up|down|right|fire
26,4,down|right|fire
18,1,down|fire
22,18,down|left|fire
20,22,left|fire
28,1,left|right|fire
24,12,right|fire
16,6,fire
20,7,left|fire
24,23,right|fire
25,11,up|right|fire
24,7,right|fire
16,1,fire
0,1,
2,2,down
6,6,down|left
4,3,left
0,29,
8,4,right
0,17,
2,8,down
18,7,down|fire
22,4,down|left|fire
20,7,left|fire
21,1,up|left|fire
17,11,up|fire
16,2,fire
18,8,down|fire
16,3,fire
20,20,left|fire
21,1,up|left|fire
17,3,up|fire
20,7,left|fire
17,4,up|fire
144,1,fire|rightSidekick
146,2,down|fire|rightSidekick
154,1,down|right|fire|rightSidekick
26,11,down|right|fire
24,31,right|fire
16,1,fire
20,5,left|fire
16,1,fire
24,16,right|fire
20,18,left|fire
28,1,left|right|fire
24,9,right|fire
16,3,fire
20,3,left|fire
16,2,fire
24,7,right|fire
16,5,fire
17,5,up|fire
20,14,left|fire
22,4,down|left|fire
20,3,left|fire
16,1,fire
24,5,right|fire
16,24,fire
20,15,left|fire
21,1,up|left|fire
17,3,up|fire
25,1,up|right|fire
24,3,right|fire
16,10,fire
0,4,
2,5,down
0,62,
8,12,right
1,8,up
0,15,
2,8,down
18,3,down|fire
16,15,fire
17,28,up|fire
16,2,fire
