keys,hold,pressed
193,7,up|leftSidekick|rightSidekick
201,1,up|right|leftSidekick|rightSidekick
200,2,right|leftSidekick|rightSidekick
192,4,leftSidekick|rightSidekick
194,6,down|leftSidekick|rightSidekick
198,9,down|left|leftSidekick|rightSidekick
196,23,left|leftSidekick|rightSidekick
197,1,up|left|leftSidekick|rightSidekick
193,14,up|leftSidekick|rightSidekick
192,7,leftSidekick|rightSidekick
194,9,down|leftSidekick|rightSidekick
192,19,leftSidekick|rightSidekick
196,13,left|leftSidekick|rightSidekick
197,1,up|left|leftSidekick|rightSidekick
193,14,up|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
200,19,right|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
218,4,down|right|fire|leftSidekick|rightSidekick
210,4,down|fire|leftSidekick|rightSidekick
214,6,down|left|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
208,4,fire|leftSidekick|rightSidekick
192,4,leftSidekick|rightSidekick
193,7,up|leftSidekick|rightSidekick
192,6,leftSidekick|rightSidekick
193,5,up|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,11,left|leftSidekick|rightSidekick
193,2,up|leftSidekick|rightSidekick
201,10,up|right|leftSidekick|rightSidekick
203,2,up|down|right|leftSidekick|rightSidekick
202,8,down|right|leftSidekick|rightSidekick
194,1,down|leftSidekick|rightSidekick
192,4,leftSidekick|rightSidekick
196,7,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
200,10,right|leftSidekick|rightSidekick
196,11,left|leftSidekick|rightSidekick
198,8,down|left|leftSidekick|rightSidekick
206,2,down|left|right|leftSidekick|rightSidekick
198,1,down|left|leftSidekick|rightSidekick
196,1,left|leftSidekick|rightSidekick
192,10,leftSidekick|rightSidekick
200,15,right|leftSidekick|rightSidekick
192,75,leftSidekick|rightSidekick
193,4,up|leftSidekick|rightSidekick
201,2,up|right|leftSidekick|rightSidekick
200,9,right|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
208,3,fire|leftSidekick|rightSidekick
200,13,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,29,left|leftSidekick|rightSidekick
214,1,down|left|fire|leftSidekick|rightSidekick
210,1,down|fire|leftSidekick|rightSidekick
194,3,down|leftSidekick|rightSidekick
202,1,down|right|leftSidekick|rightSidekick
200,18,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,3,left|leftSidekick|rightSidekick
212,13,left|fire|leftSidekick|rightSidekick
216,10,right|fire|leftSidekick|rightSidekick
217,3,up|right|fire|leftSidekick|rightSidekick
209,12,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
196,8,left|leftSidekick|rightSidekick
198,10,down|left|leftSidekick|rightSidekick
196,1,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
208,5,fire|leftSidekick|rightSidekick
210,5,down|fire|leftSidekick|rightSidekick
208,3,fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
192,5,leftSidekick|rightSidekick
200,9,right|leftSidekick|rightSidekick
192,11,leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
200,2,right|leftSidekick|rightSidekick
192,12,leftSidekick|rightSidekick
200,8,right|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
196,33,left|leftSidekick|rightSidekick
200,24,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,2,left|leftSidekick|rightSidekick
214,6,down|left|fire|leftSidekick|rightSidekick
196,15,left|leftSidekick|rightSidekick
200,5,right|leftSidekick|rightSidekick
192,10,leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
192,12,leftSidekick|rightSidekick
196,5,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
193,9,up|leftSidekick|rightSidekick
201,1,up|right|leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
202,5,down|right|leftSidekick|rightSidekick
210,2,down|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
192,3,leftSidekick|rightSidekick
200,6,right|leftSidekick|rightSidekick
202,6,down|right|leftSidekick|rightSidekick
200,5,right|leftSidekick|rightSidekick
216,12,right|fire|leftSidekick|rightSidekick
208,6,fire|leftSidekick|rightSidekick
212,19,left|fire|leftSidekick|rightSidekick
216,7,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
212,9,left|fire|leftSidekick|rightSidekick
216,6,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
212,24,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
209,5,up|fire|leftSidekick|rightSidekick
193,2,up|leftSidekick|rightSidekick
201,2,up|right|leftSidekick|rightSidekick
200,7,right|leftSidekick|rightSidekick
202,13,down|right|leftSidekick|rightSidekick
218,3,down|right|fire|leftSidekick|rightSidekick
216,16,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
193,12,up|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,10,left|leftSidekick|rightSidekick
198,17,down|left|leftSidekick|rightSidekick
196,1,left|leftSidekick|rightSidekick
212,10,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
209,3,up|fire|leftSidekick|rightSidekick
217,8,up|right|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
218,12,down|right|fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
220,2,left|right|fire|leftSidekick|rightSidekick
212,2,left|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
209,13,up|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
214,8,down|left|fire|leftSidekick|rightSidekick
222,2,down|left|right|fire|leftSidekick|rightSidekick
218,18,down|right|fire|leftSidekick|rightSidekick
216,17,right|fire|leftSidekick|rightSidekick
212,11,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
212,15,left|fire|leftSidekick|rightSidekick
208,3,fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
208,7,fire|leftSidekick|rightSidekick
212,17,left|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
192,4,leftSidekick|rightSidekick
200,26,right|leftSidekick|rightSidekick
192,7,leftSidekick|rightSidekick
196,17,left|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
200,19,right|leftSidekick|rightSidekick
192,7,leftSidekick|rightSidekick
196,21,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
200,20,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,21,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
200,18,right|leftSidekick|rightSidekick
192,3,leftSidekick|rightSidekick
196,9,left|leftSidekick|rightSidekick
192,3,leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
192,102,leftSidekick|rightSidekick
193,16,up|leftSidekick|rightSidekick
192,6,leftSidekick|rightSidekick
194,12,down|leftSidekick|rightSidekick
192,10,leftSidekick|rightSidekick
200,10,right|leftSidekick|rightSidekick
192,55,leftSidekick|rightSidekick
200,9,right|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
196,16,left|leftSidekick|rightSidekick
200,4,right|leftSidekick|rightSidekick
202,6,down|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
192,16,leftSidekick|rightSidekick
196,8,left|leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
216,6,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
193,10,up|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,7,left|leftSidekick|rightSidekick
198,6,down|left|leftSidekick|rightSidekick
196,10,left|leftSidekick|rightSidekick
197,1,up|left|leftSidekick|rightSidekick
193,4,up|leftSidekick|rightSidekick
192,11,leftSidekick|rightSidekick
200,7,right|leftSidekick|rightSidekick
192,22,leftSidekick|rightSidekick
200,6,right|leftSidekick|rightSidekick
202,6,down|right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
196,28,left|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
208,3,fire|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
200,5,right|leftSidekick|rightSidekick
202,2,down|right|leftSidekick|rightSidekick
200,2,right|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
196,8,left|leftSidekick|rightSidekick
192,6,leftSidekick|rightSidekick
193,13,up|leftSidekick|rightSidekick
201,2,up|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
202,6,down|right|leftSidekick|rightSidekick
218,5,down|right|fire|leftSidekick|rightSidekick
210,2,down|fire|leftSidekick|rightSidekick
214,5,down|left|fire|leftSidekick|rightSidekick
212,16,left|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
201,5,up|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
202,8,down|right|leftSidekick|rightSidekick
198,4,down|left|leftSidekick|rightSidekick
196,12,left|leftSidekick|rightSidekick
193,6,up|leftSidekick|rightSidekick
209,2,up|fire|leftSidekick|rightSidekick
208,8,fire|leftSidekick|rightSidekick
210,6,down|fire|leftSidekick|rightSidekick
208,5,fire|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
212,9,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,22,right|fire|leftSidekick|rightSidekick
208,13,fire|leftSidekick|rightSidekick
210,9,down|fire|leftSidekick|rightSidekick
208,5,fire|leftSidekick|rightSidekick
212,44,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,47,right|fire|leftSidekick|rightSidekick
220,2,left|right|fire|leftSidekick|rightSidekick
212,41,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,37,right|fire|leftSidekick|rightSidekick
200,6,right|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
196,46,left|leftSidekick|rightSidekick
200,42,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,3,left|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
196,7,left|leftSidekick|rightSidekick
200,26,right|leftSidekick|rightSidekick
192,3,leftSidekick|rightSidekick
196,16,left|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
196,4,left|leftSidekick|rightSidekick
200,7,right|leftSidekick|rightSidekick
192,12,leftSidekick|rightSidekick
193,8,up|leftSidekick|rightSidekick
201,3,up|right|leftSidekick|rightSidekick
200,3,right|leftSidekick|rightSidekick
192,5,leftSidekick|rightSidekick
196,5,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
208,8,fire|leftSidekick|rightSidekick
214,6,down|left|fire|leftSidekick|rightSidekick
212,2,left|fire|leftSidekick|rightSidekick
208,8,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
192,13,leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
218,1,down|right|fire|leftSidekick|rightSidekick
210,2,down|fire|leftSidekick|rightSidekick
214,2,down|left|fire|leftSidekick|rightSidekick
212,6,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
193,10,up|leftSidekick|rightSidekick
192,8,leftSidekick|rightSidekick
193,20,up|leftSidekick|rightSidekick
192,6,leftSidekick|rightSidekick
194,29,down|leftSidekick|rightSidekick
195,1,up|down|leftSidekick|rightSidekick
193,16,up|leftSidekick|rightSidekick
192,31,leftSidekick|rightSidekick
193,5,up|leftSidekick|rightSidekick
201,1,up|right|leftSidekick|rightSidekick
200,9,right|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
208,4,fire|leftSidekick|rightSidekick
192,14,leftSidekick|rightSidekick
194,17,down|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,7,left|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
193,16,up|leftSidekick|rightSidekick
192,1,leftSidekick|rightSidekick
196,8,left|leftSidekick|rightSidekick
198,4,down|left|leftSidekick|rightSidekick
214,3,down|left|fire|leftSidekick|rightSidekick
198,4,down|left|leftSidekick|rightSidekick
196,9,left|leftSidekick|rightSidekick
192,2,leftSidekick|rightSidekick
193,4,up|leftSidekick|rightSidekick
201,3,up|right|leftSidekick|rightSidekick
200,11,right|leftSidekick|rightSidekick
202,20,down|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
201,4,up|right|leftSidekick|rightSidekick
193,11,up|leftSidekick|rightSidekick
196,15,left|leftSidekick|rightSidekick
198,9,down|left|leftSidekick|rightSidekick
194,2,down|leftSidekick|rightSidekick
202,2,down|right|leftSidekick|rightSidekick
200,6,right|leftSidekick|rightSidekick
192,4,leftSidekick|rightSidekick
196,4,left|leftSidekick|rightSidekick
192,40,leftSidekick|rightSidekick
193,7,up|leftSidekick|rightSidekick
201,2,up|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
216,11,right|fire|leftSidekick|rightSidekick
218,1,down|right|fire|leftSidekick|rightSidekick
210,6,down|fire|leftSidekick|rightSidekick
214,2,down|left|fire|leftSidekick|rightSidekick
212,19,left|fire|leftSidekick|rightSidekick
208,8,fire|leftSidekick|rightSidekick
193,6,up|leftSidekick|rightSidekick
201,12,up|right|leftSidekick|rightSidekick
193,5,up|leftSidekick|rightSidekick
195,1,up|down|leftSidekick|rightSidekick
194,1,down|leftSidekick|rightSidekick
198,3,down|left|leftSidekick|rightSidekick
214,15,down|left|fire|leftSidekick|rightSidekick
222,1,down|left|right|fire|leftSidekick|rightSidekick
218,18,down|right|fire|leftSidekick|rightSidekick
216,15,right|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
209,12,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
214,32,down|left|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
209,5,up|fire|leftSidekick|rightSidekick
217,5,up|right|fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
218,17,down|right|fire|leftSidekick|rightSidekick
217,6,up|right|fire|leftSidekick|rightSidekick
209,9,up|fire|leftSidekick|rightSidekick
212,21,left|fire|leftSidekick|rightSidekick
214,12,down|left|fire|leftSidekick|rightSidekick
212,2,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
209,2,up|fire|leftSidekick|rightSidekick
217,8,up|right|fire|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
218,13,down|right|fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
220,2,left|right|fire|leftSidekick|rightSidekick
212,25,left|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
216,11,right|fire|leftSidekick|rightSidekick
217,5,up|right|fire|leftSidekick|rightSidekick
209,4,up|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,16,left|fire|leftSidekick|rightSidekick
220,2,left|right|fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
217,2,up|right|fire|leftSidekick|rightSidekick
209,4,up|fire|leftSidekick|rightSidekick
208,3,fire|leftSidekick|rightSidekick
210,4,down|fire|leftSidekick|rightSidekick
218,13,down|right|fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
217,11,up|right|fire|leftSidekick|rightSidekick
209,3,up|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
214,19,down|left|fire|leftSidekick|rightSidekick
212,5,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
217,9,up|right|fire|leftSidekick|rightSidekick
216,10,right|fire|leftSidekick|rightSidekick
218,3,down|right|fire|leftSidekick|rightSidekick
210,2,down|fire|leftSidekick|rightSidekick
214,5,down|left|fire|leftSidekick|rightSidekick
212,5,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
217,10,up|right|fire|leftSidekick|rightSidekick
216,5,right|fire|leftSidekick|rightSidekick
218,4,down|right|fire|leftSidekick|rightSidekick
210,1,down|fire|leftSidekick|rightSidekick
212,19,left|fire|leftSidekick|rightSidekick
214,3,down|left|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,13,right|fire|leftSidekick|rightSidekick
208,6,fire|leftSidekick|rightSidekick
212,10,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
220,3,left|right|fire|leftSidekick|rightSidekick
216,9,right|fire|leftSidekick|rightSidekick
217,8,up|right|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,14,left|fire|leftSidekick|rightSidekick
214,11,down|left|fire|leftSidekick|rightSidekick
212,9,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
217,6,up|right|fire|leftSidekick|rightSidekick
216,5,right|fire|leftSidekick|rightSidekick
218,3,down|right|fire|leftSidekick|rightSidekick
210,1,down|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
208,2,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,1,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,4,left|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
216,3,right|fire|leftSidekick|rightSidekick
208,1,fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
216,4,right|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
216,13,right|fire|leftSidekick|rightSidekick
217,1,up|right|fire|leftSidekick|rightSidekick
209,9,up|fire|leftSidekick|rightSidekick
212,7,left|fire|leftSidekick|rightSidekick
214,9,down|left|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
217,10,up|right|fire|leftSidekick|rightSidekick
209,1,up|fire|leftSidekick|rightSidekick
212,3,left|fire|leftSidekick|rightSidekick
214,4,down|left|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
213,1,up|left|fire|leftSidekick|rightSidekick
209,4,up|fire|leftSidekick|rightSidekick
217,2,up|right|fire|leftSidekick|rightSidekick
216,2,right|fire|leftSidekick|rightSidekick
218,21,down|right|fire|leftSidekick|rightSidekick
219,1,up|down|right|fire|leftSidekick|rightSidekick
217,6,up|right|fire|leftSidekick|rightSidekick
209,2,up|fire|leftSidekick|rightSidekick
212,2,left|fire|leftSidekick|rightSidekick
214,11,down|left|fire|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
220,1,left|right|fire|leftSidekick|rightSidekick
217,11,up|right|fire|leftSidekick|rightSidekick
201,6,up|right|leftSidekick|rightSidekick
200,1,right|leftSidekick|rightSidekick
202,4,down|right|leftSidekick|rightSidekick
206,1,down|left|right|leftSidekick|rightSidekick
198,12,down|left|leftSidekick|rightSidekick
196,20,left|leftSidekick|rightSidekick
212,1,left|fire|leftSidekick|rightSidekick
