id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
14,0,0,8,9,8,0,0,0,1|1|1|1|2|2|2|2,8|8|8|8|8|8|8|8,6|-6|6|-6|0|8|-8|0,6|6|-6|-6|8|0|0|-8,6|-6|6|-6|0|8|-8|0,6|6|-6|-6|8|0|0|-8,21|21|21|21|20|20|20|20,0,0,0,12,1,112
15,0,8,5,0,5,1,0,0,114|114|114|114|114|50|0|142,255|255|255|255|255|42|1|253,0|0|0|0|0|79|112|116,0|-1|-1|-4|-4|97|114|103,0|-4|4|-7|7|116|0|-112,0|0|0|0|0|42|1|-3,34|34|34|34|34|17262|24936|26482,1,0,0,7,6,208
16,0,0,8,9,8,0,0,0,1|1|1|1|1|1|1|1,8|8|8|8|8|8|8|8,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,21|21|21|21|20|20|20|20,0,0,0,12,1,112
17,0,5,2,0,2,1,0,0,10|10|1|110|49|76|97|115,255|255|255|154|84|24|0|0,-2|2|0|-3|0|-35|47|81,-2|-2|10|116|105|111|110|50,0|0|0|84|24|0|0|0,0|0|0|0|-12|47|81|12,68|68|58|19506|29537|22644|40448|6228,1,0,0,7,6,208
18,0,5,4,0,4,1,0,0,6|6|6|6|160|84|24|0,255|255|255|255|253|0|245|45,-1|1|-3|3|116|105|111|110,-2|-2|-3|-3|116|89|0|-94,0|0|0|0|0|42|1|-3,0|0|0|0|11|79|112|116,72|72|72|72|41984|6228|0|10752,1,0,0,7,6,208
19,0,10,2,0,2,0,0,0,120|120|1|1|1|24|0|0,255|255|255|255|255|44|36|81,1|-1|0|-3|3|111|110|50,7|7|10|9|9|-88|84|24,0|0|0|-4|4|-3|0|83,0|0|0|0|0|116|105|111,142|142|58|201|202|0|10752|64769,0,0,0,7,6,208
20,0,0,4,0,4,0,0,0,121|121|121|121|1|0|0|42,255|255|255|255|255|81|11|79,4|-4|4|-4|3|49|77|105,4|4|-4|-4|9|24|0|0,0|0|0|0|4|59|41|81,0|0|0|0|0|111|110|50,100|100|100|100|202|10752|64769|29440,0,0,0,6,255,208
21,0,0,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,3|-3|3|-3|5|-5|0|0,3|3|-3|-3|0|0|5|-5,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,99|99|99|99|99|99|99|99,0,0,0,6,255,208
22,0,50,4,0,4,0,0,0,136|136|136|136|0|114|1|253,255|255|255|255|11|79|112|116,0|-6|6|0|83|116|111|112,6|0|0|-6|0|0|0|114,0|0|0|0|41|81|10|67,0|0|0|0|101|87|97|105,75|56|18|94|278|253|11940|2897,0,0,0,11,1,208
23,160,8,8,0,8,0,0,0,3|3|3|3|3|3|3|3,255|255|255|255|255|255|255|255,1|-1|2|-2|3|-3|4|-4,3|3|2|2|1|1|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,73|73|73|73|73|73|73|73,1,0,0,13,255,192
24,0,8,1,0,1,0,0,0,4|4|81|4|110|101|97|116,255|190|84|24|0|0|0|62,0|-3|0|-93|41|81|8|82,6|88|65|118|97|105|108|0,0|84|24|0|0|0|104|26,0|0|120|26|81|6|82|69,91|29793|54272|6228|0|56064|59954|3072,0,0,0,11,255,208
25,40,3,1,0,1,0,0,0,8|192|0|2|0|6|0|0,255|255|0|137|50|147|50|6,0|1|50|0|0|-109|50|-55,13|2|0|81|5|100|101|108,0|5|8|0|0|125|50|-89,0|0|1|-3|0|0|0|81,73|65|1|12925|12984|318|253|0,0,0,0,13,255,192
26,30,2,1,0,5,0,0,0,112|112|112|112|112|103|8|5,255|255|255|255|255|114|1|253,0|-2|2|1|-1|0|0|0,-3|-3|-3|-3|-3|105|50|-22,0|0|0|0|0|109|101|103,0|0|0|0|0|111|102|115,52|52|52|52|52|23808|20772|27916,1,0,0,7,6,208
27,0,0,1,9,1,0,0,0,4|0|62|1|253|0|221|1,8|12|109|101|103|97|100|97,0|97|51|111|102|115|0|80,-1|24|0|0|0|62|1|-3,0|127|44|81|5|97|118|97,0|108|0|82|85|24|0|0,21|64769|28928|20779|29705|28005|17264|30063,0,0,0,9,1,112
28,0,0,8,9,8,0,0,0,1|1|1|1|0|0|0|0,8|8|8|8|4|4|4|4,3|-3|3|-3|0|4|-4|0,3|3|-3|-3|4|0|0|-4,3|-3|3|-3|0|4|-4|0,3|3|-3|-3|4|0|0|-4,21|21|21|21|20|20|20|20,0,0,0,12,1,112
29,10,20,1,3,1,0,0,0,128|192|192|6|116|101|109|112,255|255|255|94|85|24|0|0,0|-1|1|-3|0|-101|22|81,1|2|2|109|112|108|0|96,0|-5|5|0|0|82|1|-3,0|8|8|81|5|116|101|109,271|65|65|0|64000|64768|15616|20786,0,0,0,8,255,208
30,40,1,2,2,4,0,0,0,2|2|2|2|81|5|116|101,255|255|255|255|112|85|24|0,116|124|116|124|-3|0|-56|39,12|12|12|12|109|112|0|113,-4|4|-4|4|0|22|1|-3,0|0|0|0|5|116|101|109,206|206|207|207|5632|64769|42496|20778,0,0,0,8,255,208
31,30,3,3,0,3,0,0,0,1|1|1|192|192|116|101|109,255|255|255|255|255|24|0|0,0|0|0|-2|2|-38|44|81,12|13|14|2|2|53|0|117,0|0|0|-10|10|22|1|-3,0|0|0|10|10|116|101|109,135|116|97|65|65|5632|64769|34048,0,0,0,8,255,144
32,40,4,4,0,4,0,0,0,1|1|1|1|192|205|46|81,255|255|255|255|255|120|0|120,-1|-1|1|1|3|62|1|-3,13|14|13|14|2|116|101|109,0|0|0|0|10|24|0|0,0|0|0|0|10|84|28|81,135|97|135|97|65|24|0|318,0,0,0,8,255,144
33,50,5,5,0,5,0,0,0,1|1|1|1|1|253|0|79,255|255|255|255|255|109|112|119,0|0|0|0|0|0|0|62,12|13|14|15|16|81|6|116,0|0|0|0|0|0|-126|85,0|0|0|0|0|1|-3|0,135|116|116|116|97|33792|6229|0,0,0,0,8,255,144
34,60,3,3,0,3,0,0,0,2|2|2|0|0|0|62|1,255|255|255|48|81|6|116|101,0|0|0|53|0|-120|85|24,14|12|13|62|1|-3|0|-58,0|0|0|116|101|109|112|111,0|0|0|-118|85|24|0|0,101|139|120|20786|21515|28005|21360|25968,0,0,0,8,255,144
35,80,4,4,0,4,0,0,0,2|2|2|2|0|142|85|24,255|255|255|255|1|253|0|253,-1|-1|1|1|0|-112|85|24,13|14|13|14|1|-3|0|32,0|0|0|0|0|-110|85|24,0|0|0|0|1|-3|0|83,139|101|139|101|0|10752|64769|21504,0,0,0,8,255,144
36,0,50,6,0,6,0,0,0,116|116|116|116|116|116|85|24,255|255|255|255|255|255|0|21,-6|6|5|-5|5|-5|85|24,0|0|5|5|-5|-5|0|32,-8|8|5|-5|5|-5|-100|85,0|0|5|5|-5|-5|-3|0,102|104|122|121|141|140|109|21918,0,0,0,11,1,208
37,0,7,2,0,2,0,0,0,1|1|24|0|0|0|22|1,255|255|32|51|81|3|109|97,0|0|-96|85|24|0|0|0,6|6|-3|0|-14|41|81|19,0|0|101|99|105|97|108|87,4|-4|112|111|110|70|105|108,227|227|21921|24|0|258|253|13115,0,0,0,26,255,208
38,0,7,2,0,2,0,0,0,1|1|1|1|0|0|1|1,255|255|255|255|255|255|255|255,0|0|101|101|101|101|101|101,-6|-6|14|14|14|14|14|14,0|0|-6|6|-6|6|-6|6,4|-4|4|4|4|4|4|4,227|227|286|286|288|288|286|286,0,0,0,26,255,208
39,0,0,0,0,0,0,0,0,2|4|2|0|114|0|168|85,255|255|255|255|42|1|253|0,101|101|101|101|66|97|115|101,14|14|14|14|114|50|0|-86,0|0|0|0|0|42|1|-3,4|4|4|4|6|83|104|105,290|291|290|292|0|318|253|13737,0,0,0,1,255,208
40,60,4,1,0,2,0,0,0,8|8|1|2|0|0|81|9,255|255|255|255|255|255|83|101,4|-4|101|101|101|101|0|0,10|10|14|14|14|14|81|9,0|0|10|0|-10|10|79|102,0|0|4|4|4|4|0|0,68|69|289|287|293|293|21063|21298,0,0,0,1,255,208
41,120,2,2,0,2,0,0,0,8|8|2|1|1|1|82|50,255|255|255|255|255|255|24|0,5|-5|101|101|101|101|103|51,11|11|14|14|14|14|109|101,0|0|10|0|-10|10|0|0,0|0|4|4|4|4|0|0,68|69|287|289|286|286|1536|338,0,0,0,1,255,208
42,120,0,2,0,2,0,0,0,8|8|1|4|0|0|0|0,255|255|255|255|255|255|4|0,5|-5|101|101|101|101|0|0,11|11|14|14|14|14|83|71,0|0|10|0|-10|10|0|0,0|0|4|4|4|4|0|0,68|69|289|291|293|293|512|318,0,0,0,1,255,208
43,130,4,1,0,1,0,0,0,10|2|2|4|1|1|66|97,255|255|255|255|255|255|0|0,0|101|101|101|101|101|4|0,7|14|14|14|14|14|0|0,0|-10|10|0|-10|10|2|-37,0|4|4|4|4|4|119|79,74|287|287|291|286|286|0|0,0,0,0,1,255,208
44,160,6,1,0,1,0,0,0,15|2|1|121|114|105|97|110,255|255|255|116|1|8|48|0,0|120|120|0|0|0|6|13,8|8|8|0|0|0|0|0,0|0|0|0|22|1|-3|0,0|0|14|82|14|105|110|105,75|116|135|29554|28520|372|14344|0,0,0,0,1,255,208
45,30,1,1,0,1,0,0,0,4|2|2|1|1|253|0|2,255|255|255|255|2|62|1|253,0|120|120|120|-3|0|2|62,11|9|8|8|62|1|-3|0,0|0|0|0|0|2|22|1,0|0|0|14|52|82|13|68,64|116|116|135|26707|29807|2049|64,0,0,0,1,255,112
46,40,1,1,0,1,0,0,0,6|2|2|2|1|1|253|0,255|255|255|255|255|6|2|1,0|120|120|120|120|82|7|112,10|9|8|7|7|112|1|8,0|0|0|0|0|0|0|0,0|0|0|0|14|0|0|0,7|116|116|116|135|18178|21044|22291,0,0,0,1,255,112
47,50,1,1,0,1,0,0,0,8|2|2|2|2|1|0|0,255|255|255|255|255|255|4|0,0|120|120|120|120|120|0|0,10|9|8|7|6|6|80|108,0|0|0|0|0|0|109|97,0|0|0|0|0|14|0|0,65|116|116|116|116|135|278|253,0,0,0,1,255,144
48,30,3,1,0,1,0,0,0,7|2|2|2|2|2|2|1,255|255|255|255|255|255|255|255,0|120|120|120|120|120|120|120,16|9|8|7|6|5|4|4,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|14,208|116|116|116|116|116|116|135,0,0,0,1,255,208
49,0,4,2,0,2,0,0,0,1|1|2|1|4|2|2|1,255|255|255|255|255|255|255|255,-10|10|-1|-1|1|1|1|1,0|0|13|13|14|14|13|13,0|0|0|0|0|0|0|0,0|0|0|14|-14|0|0|14,39|1|116|135|97|116|116|135,0,0,0,8,255,208
50,0,6,4,0,4,0,0,0,1|1|1|1|2|1|4|2,255|255|255|255|255|255|255|255,-9|9|9|-9|3|3|0|0,2|2|-2|-2|14|14|14|14,-2|2|2|-2|0|0|0|0,0|0|0|0|0|14|-18|-4,281|282|301|300|116|135|97|135,0,0,0,8,255,208
51,0,6,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,-6|6|6|-6|-9|9|0|0,6|6|-6|-6|0|0|9|-9,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,163|164|183|182|39|1|58|77,0,0,0,8,255,208
52,0,6,4,0,4,0,0,0,2|2|2|2|12|4|4|2,255|255|255|255|255|255|255|255,-9|9|9|-9|0|0|0|0,2|2|-2|-2|14|14|13|13,-2|2|2|-2|0|0|0|0,0|0|0|0|-18|-4|-4|10,277|278|297|296|101|120|120|139,0,0,0,8,255,208
53,0,6,2,0,2,0,0,0,3|3|4|4|4|4|4|2,255|255|255|255|255|255|255|255,-10|10|120|120|120|120|120|120,0|0|8|7|6|5|4|4,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|14,102|104|120|120|120|120|120|139,0,0,0,8,255,208
54,0,6,4,0,4,0,0,0,3|3|3|3|12|4|4|2,255|255|255|255|255|255|255|255,-6|6|6|-6|1|1|1|1,6|6|-6|-6|14|14|13|13,0|0|0|0|0|0|0|0,0|0|0|0|-14|0|0|14,121|122|141|140|101|120|120|139,0,0,0,8,255,208
55,40,1,1,0,1,0,0,0,6|56|5|255|255|101|45|5,255|0|0|255|255|120|3|178,0|0|0|0|0|42|6|30,10|0|0|0|0|72|6|-96,0|0|0|0|0|-24|6|12,0|0|0|0|0|-12|6|12,45|0|32256|3094|0|0|35328|3606,0,0,0,1,255,112
56,20,1,1,0,1,0,0,0,2|0|0|0|0|39|2|0,255|6|83|121|115|116|101|109,-6|3|0|0|8|101|100|105,6|115|104|105|112|-33|3|0,0|4|118|97|114|122|47|3,0|0|6|99|111|110|102|105,121|3|2048|28773|29545|25711|29541|863,0,0,0,1,255,208
57,20,1,1,0,1,0,0,0,2|103|97|50|53|54|99|175,255|0|0|7|110|101|116|119,6|114|107|39|3|0|0|8,6|111|114|116|115|111|110|103,0|3|0|0|8|106|111|121,0|116|105|99|107|-9|2|0,122|29285|28530|1906|3|1792|26486|12897,0,0,0,1,255,208
58,20,7,1,0,1,4,3,0,8|3|0|0|8|65|114|101,255|97|67|76|73|159|3|0,0|8|110|101|119|115|104|97,0|101|-73|3|0|0|8|104,0|108|112|116|101|120|116|-25,0|0|0|6|112|97|108|108,4|583|0|17155|29810|4|22528|14852,0,0,0,1,255,208
59,10,1,1,2,1,0,0,2,3|3|228|228|228|228|84|80,255|98|207|3|0|0|226|0,0|0|51|8|123|8|-61|8,0|10|-45|8|-45|8|2|9,0|6|28|9|60|10|-68|5,0|0|10|0|-72|2|0|0,112|227|4376|0|252|1468|3|11626,0,0,0,1,255,208
60,60,2,2,0,2,0,0,0,4|4|16|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|126|0,10|10|0|0|117|1|0|0,-5|5|31|1|0|0|-11|1,0|0|0|0|0|0|0|0,64|64|0|0|473|0|226|0,0,0,0,1,255,208
61,100,2,2,0,2,0,0,0,6|6|0|0|0|0|247|0,255|255|0|0|188|1|0|0,0|0|0|0|0|0|-119|1,10|10|0|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|17|2,76|76|0|266|0|0|0|0,0,0,0,1,255,208
62,10,1,1,2,1,0,0,2,2|5|3|112|255|3|74|11,255|98|98|1|0|0|0|83,0|0|0|115|116|101|109|39,0|7|5|10|1|0|0|1,0|-2|-2|8|110|111|114|116,0|0|0|115|95|3|-82|-63,112|214|227|21248|25861|29298|29295|759,0,0,0,1,255,208
63,10,1,1,2,1,0,0,3,2|3|3|3|86|1|238|0,255|98|98|98|0|0|0|0,0|0|-4|4|-102|0|0|0,0|6|8|8|1|0|-102|0,0|-2|-2|-2|22|1|1|1,0|0|0|0|0|0|79|3,168|227|227|227|0|0|20736|29445,0,0,0,1,255,208
64,40,4,1,0,1,0,0,0,10|3|5|5|120|116|114|97,255|98|98|98|108|0|154|0,0|0|-4|4|114|1|1|1,1|6|8|8|101|120|116|114,-20|-2|-2|-2|112|101|115|0,10|0|0|0|0|0|-82|0,207|227|214|214|29300|29537|24936|25968,0,0,8,1,255,208
65,20,2,1,0,1,0,0,0,5|3|5|5|120|116|114|97,255|98|98|98|101|111|102|115,0|0|-4|4|0|0|0|62,2|-1|0|0|0|81|13|101,-20|-2|-2|-2|115|104|97|112,10|0|0|0|0|-92|0|0,207|227|214|214|20736|17160|31090|29808,0,0,8,1,255,208
66,0,0,8,0,8,0,0,0,128|121|187|187|187|187|187|187,255|255|255|255|255|255|255|255,0|0|0|-1|1|0|1|-1,1|1|1|1|1|1|0|0,0|0|0|-12|12|0|20|-20,0|0|0|20|20|-20|-10|-10,171|171|100|171|171|171|171|171,0,0,0,6,255,208
67,0,0,4,0,4,0,0,0,2|2|2|2|111|97|100|69,255|255|255|255|83|104|97|112,3|-3|3|-3|16|0|0|0,3|3|-3|-3|6|13|4|0,0|0|0|0|0|0|0|0,0|0|0|0|82|12|68|101,99|99|99|99|29552|2049|24|0,0,0,0,6,255,208
68,20,1,2,2,2,0,0,0,2|2|1|1|82|12|69|110,255|255|98|98|116|83|104|105,1|-1|2|0|32|0|0|0,2|2|20|20|6|13|4|0,8|-8|6|0|0|0|0|0,0|0|0|0|49|1|0|0,112|112|67|67|0|501|0|0,0,0,0,1,255,208
69,0,0,2,0,2,0,0,0,4|4|1|1|1|1|0|0,255|255|98|98|98|98|121|2,0|0|0|1|0|0|0|0,3|3|20|20|20|20|0|0,-6|6|2|6|2|-2|0|0,0|0|0|0|0|0|0|0,260|260|67|67|67|67|0|0,0,0,0,6,255,208
70,10,1,1,2,1,0,0,3,2|1|1|1|1|1|1|1,255|98|98|98|98|98|98|98,0|-1|0|1|2|1|0|-1,0|20|20|20|20|20|20|20,0|-4|0|4|8|4|0|-4,-2|0|0|0|0|0|0|0,112|67|67|67|67|67|67|67,0,0,0,1,255,208
71,0,0,8,3,8,0,0,0,1|1|1|1|1|1|1|1,8|8|8|8|8|8|8|8,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,214|214|214|214|214|214|214|214,0,0,0,12,12,112
72,60,3,3,0,3,0,0,0,4|3|3|2|0|206|1|1,255|255|255|98|1|88|2|200,0|-3|3|0|0|62|1|1,4|3|3|20|1|89|2|-57,0|0|0|0|0|22|1|1,0|0|0|0|1|90|2|-58,94|140|141|70|1537|56064|20231|38406,0,0,0,13,255,192
73,0,2,8,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
74,0,3,2,0,2,0,0,0,1|175|2|2|2|2|2|2,255|255|98|98|98|98|98|98,-7|6|0|1|2|1|0|-1,1|6|20|20|20|20|20|20,2|0|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,246|255|70|70|70|70|70|70,0,0,0,8,255,208
75,0,3,2,0,2,0,0,0,174|1|2|2|2|2|2|2,255|255|98|98|98|98|98|98,-6|7|0|1|2|1|0|-1,6|1|20|20|20|20|20|20,0|-2|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,255|246|70|70|70|70|70|70,0,0,0,8,255,208
76,40,4,4,0,4,0,0,0,4|4|4|4|2|2|2|2,255|255|255|255|98|98|98|98,-5|-5|5|5|2|1|0|-1,0|0|0|0|20|20|20|20,0|0|0|0|8|4|0|-4,0|14|0|14|0|0|0|0,105|124|106|125|70|70|70|70,0,0,0,6,255,208
77,30,4,3,0,3,0,0,0,1|1|1|0|0|0|10|0,255|255|255|1|1|1|1|0,0|-10|10|0|0|0|22|1,-10|0|0|5|-18|0|102|5,0|0|0|108|97|99|107|102,0|0|0|116|2|-43|-3|76,77|39|1|32001|20741|25354|27759|29295,0,0,0,6,255,208
78,30,4,3,0,3,0,0,0,1|1|1|1|98|108|97|99,255|255|255|255|76|2|0|0,0|-2|2|0|-22|4|81|5,8|7|7|22|114|2|-46|-3,0|0|0|0|22|1|1|1,0|0|0|20|114|101|99|115,58|201|202|191|257|47105|20741|28675,0,0,0,6,255,208
79,30,4,3,0,3,0,0,0,1|1|1|1|1|2|102|112,255|255|255|255|255|255|2|0,0|-6|6|0|0|0|6|81,8|6|6|22|22|-12|111|115,0|0|0|0|0|0|0|62,0|0|0|20|34|0|9|116,58|163|164|191|191|191|2|15872,0,0,0,6,255,208
80,40,3,4,0,4,0,0,0,1|1|1|1|1|2|2|37,255|255|255|255|255|255|255|105,0|-7|7|0|0|0|0|0,10|7|7|-10|22|-12|-12|2,0|0|0|0|0|0|0|0,0|0|0|0|34|0|-14|1,58|163|164|77|191|191|191|60934,0,0,0,6,255,208
81,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|0,255|255|255|255|255|255|255|81,-10|10|-7|7|0|-7|7|110,0|0|7|7|-10|-7|-7|100,0|0|0|0|0|0|0|1,0|0|0|0|0|0|0|115,77|58|182|163|1|183|164|2,0,0,0,6,255,208
82,30,4,3,0,3,0,0,0,1|1|1|1|2|2|2|2,255|255|255|255|101|101|101|101,0|-10|10|0|-10|10|-10|10,10|0|0|22|10|10|10|10,0|0|0|0|0|0|12|-12,0|0|0|20|0|0|14|14,58|39|1|191|194|196|194|196,0,0,0,6,255,208
83,80,3,8,0,8,0,0,0,184|184|184|184|184|184|184|184,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,6|6|6|6|6|6|6|6,-70|-50|-30|-10|10|30|50|70,0|0|0|0|0|0|0|0,98|98|98|98|98|98|98|98,0,0,0,6,1,208
84,20,2,2,0,2,0,0,0,2|184|1|1|2|2|2|2,255|255|103|103|101|101|101|101,0|0|0|0|-10|10|-10|10,8|6|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,0|0|6|20|0|0|14|14,98|98|248|267|194|196|194|196,0,0,0,6,1,208
85,80,3,8,0,8,0,0,0,1|2|1|2|1|2|1|2,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,8|8|8|8|8|8|8|8,0|0|-12|-12|12|12|-24|-24,0|14|0|14|0|14|0|14,157|159|157|159|157|159|157|159,0,0,0,6,255,208
86,10,2,1,0,1,0,0,0,189|1|1|1|3|1|1|1,255|103|103|103|103|103|103|103,0|0|0|0|0|0|0|0,0|22|22|22|22|22|22|22,0|-8|-8|-8|8|8|8|8,0|-8|6|20|-22|-8|6|20,238|229|248|267|210|229|248|267,1,0,0,6,255,208
87,0,8,1,0,1,0,0,0,30|1|1|1|1|1|1|1,4|103|103|103|103|103|103|103,120|0|0|0|0|0|0|0,120|22|22|22|22|22|22|22,-40|-8|-8|-8|8|8|8|8,-30|-8|6|20|-22|-8|6|20,60034|229|248|267|210|229|248|267,0,0,0,1,255,208
88,30,3,3,0,3,0,0,0,20|20|20|2|2|2|73|80,255|255|255|10|10|10|0|0,120|120|120|10|-12|12|34|0,10|10|10|4|0|0|4|4,-32|-32|-32|0|0|0|5|32,-24|0|28|0|0|0|5|45,60023|60024|60025|172|172|172|0|69,0,0,0,6,255,208
89,20,2,2,3,2,0,0,0,189|1|2|2|2|2|2|2,255|255|10|10|10|10|10|10,0|0|-9|9|-10|10|-10|10,-1|-1|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,-1|-1|0|0|0|0|0|0,107|107|172|172|172|172|172|172,-1,0,0,6,255,208
90,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|8,255|255|255|255|255|255|255|0,-10|10|-7|7|0|-7|7|16,0|0|7|7|-10|-7|-7|17,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,39|1|163|164|77|182|183|4608,0,0,0,6,255,208
91,40,4,4,0,4,0,0,0,3|1|1|3|2|2|2|2,255|255|255|255|10|10|10|10,0|-2|2|0|-10|10|-10|10,10|7|7|10|-3|3|3|-3,0|0|0|0|0|0|0|0,6|0|0|-6|0|0|0|0,60|201|202|60|172|172|172|172,0,0,0,6,255,208
92,0,10,2,0,2,0,0,0,192|1|2|2|2|2|214|10,255|255|10|10|10|10|62|11,0|0|-10|10|-12|12|-44|4,8|8|-4|4|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|-5|8,65|65|172|172|172|172|1159|0,0,0,0,27,255,208
