id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
38,0,7,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-6|-6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,4|-4|0|0|0|0|0|0,227|227|0|0|0|0|0|0,0,0,0,26,255,208
39,0,0,0,0,0,0,0,0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0,0,0,1,255,208
40,60,4,1,0,2,0,0,0,8|8|40|125|207|127|1|0,255|255|4|0|0|0|0|0,4|-4|0|0|0|0|0|0,10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,68|69|0|0|0|0|0|0,0,0,0,1,255,208
41,120,2,2,0,2,0,0,0,8|8|0|0|0|0|0|0,255|255|0|0|0|0|0|0,5|-5|0|0|0|0|0|0,11|11|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,68|69|0|1252|0|0|0|0,0,0,0,1,255,208
42,120,0,2,0,2,0,0,0,8|8|0|0|0|0|0|0,255|255|0|0|0|0|0|0,5|-5|0|0|0|0|0|0,11|11|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,68|69|0|0|0|0|0|0,0,0,0,1,255,208
43,130,4,1,0,1,0,0,0,10|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,7|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,74|0|0|0|0|0|0|0,0,0,0,1,255,208
44,160,6,1,0,1,0,0,0,15|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,8|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,75|0|0|0|0|0|0|0,0,0,0,1,255,208
45,30,1,1,0,1,0,0,0,4|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,11|0|0|0|0|0|-1|-1,0|-1|83|76|48|49|101|48,0|0|0|0|0|0|64|84,64|16972|12592|0|0|0|0|0,0,0,0,1,255,112
46,40,1,1,0,1,0,0,0,6|0|252|87|43|128|76|66,255|49|0|0|0|0|0|0,0|0|0|0|0|0|40|0,10|0|72|0|0|0|83|109,0|103|51|-55|-118|77|-4|-117,0|-115|-4|87|43|-128|-72|-39,7|65471|52448|52428|52428|52428|52428|52428,0,0,0,1,255,112
47,50,1,1,0,1,0,0,0,8|195|204|204|204|204|204|204,255|204|204|204|204|204|204|204,0|-52|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,65|0|0|0|0|0|0|0,0,0,0,1,255,144
48,30,3,1,0,1,0,0,0,7|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,16|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,208|0|0|0|0|0|0|0,0,0,0,1,255,208
49,0,4,2,0,2,0,0,0,1|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,39|1|0|0|0|0|0|0,0,0,0,8,255,208
50,0,6,4,0,4,0,0,0,1|1|1|1|0|0|0|0,255|255|255|255|0|0|0|0,-9|9|9|-9|0|0|0|0,2|2|-2|-2|0|0|0|0,-2|2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,281|282|301|300|0|0|0|0,0,0,0,8,255,208
51,0,6,8,0,8,0,0,0,1|1|1|1|1|1|1|1,255|255|255|255|255|255|255|255,-6|6|6|-6|-9|9|0|0,6|6|-6|-6|0|0|9|-9,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,163|164|183|182|39|1|58|77,0,0,0,8,255,208
52,0,6,4,0,4,0,0,0,2|2|2|2|0|0|0|0,255|255|255|255|0|0|0|0,-9|9|9|-9|0|0|0|0,2|2|-2|-2|0|0|0|0,-2|2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,277|278|297|296|0|0|0|0,0,0,0,8,255,208
53,0,6,2,0,2,0,0,0,3|3|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-10|10|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,102|104|0|0|0|0|0|0,0,0,0,8,255,208
54,0,6,4,0,4,0,0,0,3|3|3|3|0|0|0|0,255|255|255|255|0|0|0|0,-6|6|6|-6|0|0|0|0,6|6|-6|-6|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,121|122|141|140|0|0|0|0,0,0,0,8,255,208
55,40,1,1,0,1,0,0,0,6|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,45|0|0|0|0|0|0|0,0,0,0,1,255,112
56,20,1,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,-6|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,121|0|0|0|0|0|0|0,0,0,0,1,255,208
57,20,1,1,0,1,0,0,0,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,6|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,122|0|0|0|0|0|0|0,0,0,0,1,255,208
58,20,7,1,0,1,4,3,0,8|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,4|0|0|0|0|0|0|0,0,0,0,1,255,208
59,10,1,1,2,1,0,0,2,3|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
60,60,2,2,0,2,0,0,0,4|4|0|0|0|0|255|255,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|0|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,64|64|0|0|0|0|0|0,0,0,0,1,255,208
61,100,2,2,0,2,0,0,0,6|6|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,10|10|0|0|0|0|0|0,-5|5|0|0|0|0|0|0,0|0|0|0|0|0|0|0,76|76|0|0|0|0|0|0,0,0,0,1,255,208
62,10,1,1,2,1,0,0,2,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
63,10,1,1,2,1,0,0,3,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,168|0|0|0|0|0|0|0,0,0,0,13,255,208
64,40,4,1,0,1,0,0,0,10|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,1|0|0|0|0|0|0|0,-20|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,207|0|0|0|0|0|0|0,0,0,8,1,255,208
65,20,2,1,0,1,0,0,0,5|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,2|0|0|0|0|0|0|0,-20|0|0|0|0|0|0|0,10|0|0|0|0|0|0|0,207|0|0|0|0|0|0|0,0,0,8,1,255,208
66,0,0,8,0,8,0,0,0,128|121|187|187|187|187|187|187,255|255|255|255|255|255|255|255,0|0|0|-1|1|0|1|-1,1|1|1|1|1|1|0|0,0|0|0|-12|12|0|20|-20,0|0|0|20|20|-20|-10|-10,171|171|100|171|171|171|171|171,0,0,0,6,255,208
67,0,0,4,0,4,0,0,0,2|2|2|2|0|0|0|0,255|255|255|255|0|0|0|0,3|-3|3|-3|0|0|0|0,3|3|-3|-3|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,99|99|99|99|0|0|0|0,0,0,0,6,255,208
68,20,1,2,2,2,0,0,0,2|2|0|0|0|0|0|0,255|255|0|0|0|0|0|0,1|-1|0|0|0|0|0|0,2|2|0|0|0|0|0|0,8|-8|0|0|0|0|0|0,0|0|0|0|0|0|0|0,112|112|0|0|0|0|0|0,0,0,0,6,255,208
69,0,0,2,0,2,0,0,0,4|4|0|0|0|0|0|0,255|255|0|0|0|0|0|0,0|0|0|0|0|0|0|0,3|3|0|0|0|0|0|0,-6|6|0|0|0|0|0|0,0|0|0|0|0|0|0|0,260|260|0|0|0|0|0|0,0,0,0,6,255,208
70,10,1,1,2,1,0,0,3,2|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,-2|0|0|0|0|0|0|0,112|0|0|0|0|0|0|0,0,0,0,13,255,208
71,0,0,8,3,8,0,0,0,1|1|1|1|1|1|1|1,8|8|8|8|8|8|8|8,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,2|-2|2|-2|3|-3|0|0,2|2|-2|-2|0|0|3|-3,214|214|214|214|214|214|214|214,0,0,0,12,12,112
72,60,3,3,0,3,0,0,0,4|3|3|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-3|3|0|0|0|0|0,4|3|3|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,94|140|141|0|0|0|0|0,0,0,0,13,255,192
73,0,2,8,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
74,0,3,2,0,2,0,0,0,1|175|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-7|6|0|0|0|0|0|0,1|6|0|0|0|0|0|0,2|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,246|255|0|0|0|0|0|0,0,0,0,8,255,208
75,0,3,2,0,2,0,0,0,174|1|0|0|0|0|0|0,255|255|0|0|0|0|0|0,-6|7|0|0|0|0|0|0,6|1|0|0|0|0|0|0,0|-2|0|0|0|0|0|0,0|0|0|0|0|0|0|0,255|246|0|0|0|0|0|0,0,0,0,8,255,208
76,40,4,4,0,4,0,0,0,4|4|4|4|0|0|0|0,255|255|255|255|0|0|0|0,-5|-5|5|5|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|14|0|14|0|0|0|0,105|124|106|125|0|0|0|0,0,0,0,6,255,208
77,30,4,3,0,3,0,0,0,1|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-10|10|0|0|0|0|0,-10|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,77|39|1|0|0|0|0|0,0,0,0,6,255,208
78,30,4,3,0,3,0,0,0,1|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-2|2|0|0|0|0|0,8|7|7|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|201|202|0|0|0|0|0,0,0,0,6,255,208
79,30,4,3,0,3,0,0,0,1|1|1|0|0|0|0|0,255|255|255|0|0|0|0|0,0|-6|6|0|0|0|0|0,8|6|6|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|163|164|0|0|0|0|0,0,0,0,6,255,208
80,40,3,4,0,4,0,0,0,1|1|1|1|0|0|0|0,255|255|255|255|0|0|0|0,0|-7|7|0|0|0|0|0,10|7|7|-10|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,58|163|164|77|0|0|0|0,0,0,0,6,255,208
81,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|0,255|255|255|255|255|255|255|0,-10|10|-7|7|0|-7|7|104,0|0|7|7|-10|-7|-7|111,0|0|0|0|0|0|0|111,0|0|0|0|0|0|0|97,77|58|182|163|1|183|164|35,0,0,0,6,255,208
82,30,4,3,0,3,0,0,0,1|1|1|116|114|67|83|112,255|255|255|0|119|0|83|72,0|-10|10|86|97|108|117|101,10|0|0|0|80|97|116|104,0|0|0|68|108|103|73|116,0|0|0|97|116|104|65|0,58|39|1|25927|17268|24936|21618|28793,0,0,0,6,255,208
83,80,3,8,0,8,0,0,0,184|184|184|184|184|184|184|184,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,6|6|6|6|6|6|6|6,-70|-50|-30|-10|10|30|50|70,0|0|0|0|0|0|0|0,98|98|98|98|98|98|98|98,0,0,0,6,1,208
84,20,2,2,0,2,0,0,0,2|184|113|87|111|114|107|101,255|255|0|0|85|0|80|97,0|0|82|101|109|111|118|101,8|6|116|101|110|115|105|111,0|0|0|0|87|0|80|97,0|0|82|101|109|111|118|101,98|98|28755|25445|65|99|24912|26740,0,0,0,6,1,208
85,80,3,8,0,8,0,0,0,1|2|1|2|1|2|1|2,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,8|8|8|8|8|8|8|8,0|0|-12|-12|12|12|-24|-24,0|14|0|14|0|14|0|14,157|159|157|159|157|159|157|159,0,0,0,6,255,208
86,10,2,1,0,1,0,0,0,189|97|116|104|70|105|110|100,255|105|108|101|78|97|109|101,0|0|83|0|80|97|116|104,0|101|109|111|118|101|66|108,0|110|107|115|65|0|-96|0,0|116|114|67|104|114|65|0,238|27977|26465|19557|29545|24436|25938|25697,1,0,0,6,255,208
87,0,8,1,0,1,0,0,0,30|73|99|111|110|83|105|122,4|0|74|0|80|114|111|112,120|114|116|121|83|104|101|101,120|65|0|0|48|0|73|109,-40|103|101|76|105|115|116|95,-30|101|116|73|99|111|110|83,60034|101|3|29251|24933|25972|29264|28783,0,0,0,1,255,208
88,30,3,3,0,3,0,0,0,252|251|251|109|97|103|101|76,255|255|255|95|71|101|116|73,120|120|120|0|68|0|73|110,10|10|10|111|109|109|111|110,-32|-32|-32|116|114|111|108|115,-24|0|28|0|65|0|73|109,60023|60024|60025|24436|25939|20340|25974|27762,0,0,0,6,255,208
89,20,2,2,3,2,0,0,0,189|1|116|95|87|114|105|116,255|255|59|0|73|109|97|103,0|0|105|115|116|95|82|101,-1|-1|97|99|101|73|99|111,0|0|40|0|73|109|97|103,-1|-1|105|115|116|95|68|114,107|107|41|27977|26465|19557|29545|24436,-1,0,0,6,255,208
90,70,2,7,0,7,0,0,0,1|1|1|1|1|1|1|111,255|255|255|255|255|255|255|109,-10|10|-7|7|0|-7|7|95,0|0|7|7|-10|-7|-7|101,0|0|0|0|0|0|0|103,0|0|0|0|0|0|0|101,39|1|163|164|77|182|183|29811,0,0,0,6,255,208
91,40,4,4,0,4,0,0,0,3|1|1|3|0|0|46|0,255|255|255|255|101|76|105|115,0|-2|2|0|116|68|114|97,10|7|7|10|103|101|0|0,0|0|0|0|97|103|101|76,6|0|0|-6|83|101|116|68,60|201|202|60|18802|24941|25959|0,0,0,0,6,255,208
92,0,10,2,0,2,0,0,0,192|1|73|109|97|103|101|76,255|255|116|95|68|114|97|103,0|0|97|118|101|0|38|0,8|8|97|103|101|76|105|115,0|0|68|114|97|103|77|111,0|0|0|0|32|0|73|109,65|65|29545|24436|25922|26983|17518|24946,0,0,0,27,255,208
93,0,10,2,0,2,0,0,0,193|2|114|111|121|0|39|0,255|255|97|103|101|76|105|115,0|0|68|114|97|103|83|104,8|8|78|111|108|111|99|107,0|0|34|0|73|109|97|103,0|0|105|115|116|95|67|114,64|64|0|44|27977|26465|19557|29545,0,0,0,27,255,208
94,0,10,1,0,1,0,0,0,195|0|0|0|0|0|0|0,255|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,71|0|0|0|0|0|0|0,1,0,0,7,6,208
